type	time	latitude	longitude	altitude (m)	name	desc
T	2013-11-12 14:00:31	50.327884000	-4.089025000	91.2		
T	2013-11-12 14:00:32	50.327853000	-4.088995000	91.4		
T	2013-11-12 14:00:33	50.327800000	-4.088940000	91.6		
T	2013-11-12 14:00:34	50.327755000	-4.088893000	91.8		
T	2013-11-12 14:00:35	50.327711000	-4.088849000	92.0		
T	2013-11-12 14:00:36	50.327664000	-4.088804000	92.3		
T	2013-11-12 14:00:37	50.327621000	-4.088754000	92.4		
T	2013-11-12 14:00:38	50.327586000	-4.088696000	92.5		
T	2013-11-12 14:00:39	50.327550000	-4.088632000	92.6		
T	2013-11-12 14:00:40	50.327504000	-4.088554000	92.6		
T	2013-11-12 14:00:41	50.327459000	-4.088489000	92.7		
T	2013-11-12 14:00:42	50.327420000	-4.088435000	92.8		
T	2013-11-12 14:00:43	50.327387000	-4.088382000	92.8		
T	2013-11-12 14:00:44	50.327357000	-4.088348000	92.9		
T	2013-11-12 14:00:45	50.327321000	-4.088304000	92.9		
T	2013-11-12 14:00:46	50.327279000	-4.088253000	93.0		
T	2013-11-12 14:00:47	50.327242000	-4.088194000	93.0		
T	2013-11-12 14:00:48	50.327207000	-4.088134000	93.0		
T	2013-11-12 14:00:49	50.327180000	-4.088070000	93.0		
T	2013-11-12 14:00:50	50.327155000	-4.088029000	93.0		
T	2013-11-12 14:00:51	50.327119000	-4.087976000	93.0		
T	2013-11-12 14:00:52	50.327071000	-4.087922000	93.1		
T	2013-11-12 14:00:53	50.327011000	-4.087864000	93.2		
T	2013-11-12 14:00:54	50.326944000	-4.087806000	93.4		
T	2013-11-12 14:00:55	50.326876000	-4.087744000	93.5		
T	2013-11-12 14:00:56	50.326805000	-4.087683000	93.7		
T	2013-11-12 14:00:57	50.326736000	-4.087614000	93.9		
T	2013-11-12 14:00:58	50.326663000	-4.087524000	94.0		
T	2013-11-12 14:00:59	50.326605000	-4.087444000	94.2		
T	2013-11-12 14:01:00	50.326563000	-4.087343000	94.2		
T	2013-11-12 14:01:01	50.326543000	-4.087238000	94.1		
T	2013-11-12 14:01:02	50.326530000	-4.087139000	94.1		
T	2013-11-12 14:01:03	50.326530000	-4.087039000	93.9		
T	2013-11-12 14:01:04	50.326529000	-4.086953000	93.7		
T	2013-11-12 14:01:05	50.326530000	-4.086877000	93.5		
T	2013-11-12 14:01:06	50.326535000	-4.086806000	93.3		
T	2013-11-12 14:01:07	50.326540000	-4.086739000	93.1		
T	2013-11-12 14:01:08	50.326548000	-4.086683000	93.0		
T	2013-11-12 14:01:09	50.326554000	-4.086631000	92.8		
T	2013-11-12 14:01:10	50.326560000	-4.086581000	92.7		
T	2013-11-12 14:01:11	50.326556000	-4.086537000	92.6		
T	2013-11-12 14:01:12	50.326549000	-4.086487000	92.5		
T	2013-11-12 14:01:13	50.326536000	-4.086447000	92.4		
T	2013-11-12 14:01:14	50.326521000	-4.086401000	92.4		
T	2013-11-12 14:01:15	50.326496000	-4.086359000	92.4		
T	2013-11-12 14:01:16	50.326466000	-4.086314000	92.4		
T	2013-11-12 14:01:17	50.326439000	-4.086278000	92.4		
T	2013-11-12 14:01:18	50.326412000	-4.086244000	92.4		
T	2013-11-12 14:01:19	50.326379000	-4.086227000	92.5		
T	2013-11-12 14:01:20	50.326348000	-4.086214000	92.6		
T	2013-11-12 14:01:21	50.326324000	-4.086192000	92.7		
T	2013-11-12 14:01:55	50.326259000	-4.086170000	92.9		
T	2013-11-12 14:02:16	50.326226000	-4.086214000	93.0		
T	2013-11-12 14:02:19	50.326201000	-4.086252000	93.1		
T	2013-11-12 14:02:21	50.326162000	-4.086265000	93.1		
T	2013-11-12 14:02:22	50.326130000	-4.086267000	93.2		
T	2013-11-12 14:02:23	50.326093000	-4.086273000	93.2		
T	2013-11-12 14:02:24	50.326048000	-4.086277000	93.3		
T	2013-11-12 14:02:25	50.326002000	-4.086279000	93.4		
T	2013-11-12 14:02:26	50.325954000	-4.086284000	93.4		
T	2013-11-12 14:02:27	50.325901000	-4.086292000	93.5		
T	2013-11-12 14:02:28	50.325841000	-4.086298000	93.6		
T	2013-11-12 14:02:29	50.325785000	-4.086304000	93.7		
T	2013-11-12 14:02:30	50.325742000	-4.086312000	93.7		
T	2013-11-12 14:02:31	50.325684000	-4.086323000	93.8		
T	2013-11-12 14:02:32	50.325627000	-4.086337000	93.9		
T	2013-11-12 14:02:33	50.325569000	-4.086355000	94.0		
T	2013-11-12 14:02:34	50.325509000	-4.086374000	94.1		
T	2013-11-12 14:02:35	50.325448000	-4.086392000	94.1		
T	2013-11-12 14:02:36	50.325387000	-4.086416000	94.1		
T	2013-11-12 14:02:37	50.325324000	-4.086445000	94.0		
T	2013-11-12 14:02:38	50.325254000	-4.086481000	93.9		
T	2013-11-12 14:02:39	50.325192000	-4.086517000	93.8		
T	2013-11-12 14:02:40	50.325126000	-4.086557000	93.7		
T	2013-11-12 14:02:41	50.325059000	-4.086597000	93.6		
T	2013-11-12 14:02:42	50.324993000	-4.086639000	93.4		
T	2013-11-12 14:02:43	50.324933000	-4.086678000	93.4		
T	2013-11-12 14:02:44	50.324875000	-4.086716000	93.3		
T	2013-11-12 14:02:45	50.324819000	-4.086753000	93.2		
T	2013-11-12 14:02:46	50.324762000	-4.086790000	93.1		
T	2013-11-12 14:02:47	50.324703000	-4.086826000	93.0		
T	2013-11-12 14:02:48	50.324636000	-4.086840000	92.8		
T	2013-11-12 14:02:49	50.324571000	-4.086851000	92.7		
T	2013-11-12 14:02:50	50.324518000	-4.086854000	92.4		
T	2013-11-12 14:02:51	50.324466000	-4.086848000	92.1		
T	2013-11-12 14:02:52	50.324399000	-4.086836000	91.8		
T	2013-11-12 14:02:53	50.324347000	-4.086820000	91.5		
T	2013-11-12 14:02:54	50.324280000	-4.086803000	91.1		
T	2013-11-12 14:02:55	50.324205000	-4.086783000	90.7		
T	2013-11-12 14:02:56	50.324133000	-4.086762000	90.2		
T	2013-11-12 14:02:57	50.324048000	-4.086741000	89.8		
T	2013-11-12 14:02:58	50.323964000	-4.086711000	89.2		
T	2013-11-12 14:02:59	50.323886000	-4.086674000	88.8		
T	2013-11-12 14:03:00	50.323805000	-4.086633000	88.2		
T	2013-11-12 14:03:01	50.323713000	-4.086589000	87.6		
T	2013-11-12 14:03:02	50.323614000	-4.086540000	87.0		
T	2013-11-12 14:03:03	50.323514000	-4.086482000	86.3		
T	2013-11-12 14:03:04	50.323416000	-4.086418000	85.7		
T	2013-11-12 14:03:05	50.323321000	-4.086345000	85.1		
T	2013-11-12 14:03:06	50.323223000	-4.086262000	84.5		
T	2013-11-12 14:03:07	50.323128000	-4.086175000	83.7		
T	2013-11-12 14:03:08	50.323032000	-4.086076000	82.7		
T	2013-11-12 14:03:09	50.322935000	-4.085969000	81.7		
T	2013-11-12 14:03:10	50.322834000	-4.085852000	80.6		
T	2013-11-12 14:03:11	50.322737000	-4.085733000	79.6		
T	2013-11-12 14:03:12	50.322644000	-4.085602000	78.5		
T	2013-11-12 14:03:13	50.322544000	-4.085481000	77.5		
T	2013-11-12 14:03:14	50.322445000	-4.085366000	76.5		
T	2013-11-12 14:03:16	50.322357000	-4.085258000	75.6		
T	2013-11-12 14:03:17	50.322256000	-4.085133000	74.5		
T	2013-11-12 14:03:18	50.322142000	-4.084992000	73.2		
T	2013-11-12 14:03:19	50.322092000	-4.084915000	72.6		
T	2013-11-12 14:03:20	50.322040000	-4.084845000	72.0		
T	2013-11-12 14:03:21	50.321994000	-4.084779000	71.5		
T	2013-11-12 14:03:22	50.321945000	-4.084706000	70.9		
T	2013-11-12 14:03:23	50.321895000	-4.084621000	70.3		
T	2013-11-12 14:03:24	50.321844000	-4.084536000	69.1		
T	2013-11-12 14:03:25	50.321807000	-4.084450000	67.5		
T	2013-11-12 14:03:26	50.321779000	-4.084385000	66.4		
T	2013-11-12 14:03:27	50.321748000	-4.084314000	65.1		
T	2013-11-12 14:03:28	50.321715000	-4.084242000	63.9		
T	2013-11-12 14:03:29	50.321674000	-4.084172000	62.6		
T	2013-11-12 14:03:30	50.321622000	-4.084111000	61.5		
T	2013-11-12 14:03:31	50.321557000	-4.084054000	60.4		
T	2013-11-12 14:03:32	50.321483000	-4.083997000	59.3		
T	2013-11-12 14:03:33	50.321415000	-4.083943000	58.3		
T	2013-11-12 14:03:34	50.321345000	-4.083891000	57.3		
T	2013-11-12 14:03:35	50.321282000	-4.083853000	56.6		
T	2013-11-12 14:03:36	50.321212000	-4.083807000	55.6		
T	2013-11-12 14:03:37	50.321135000	-4.083744000	54.4		
T	2013-11-12 14:03:38	50.321053000	-4.083688000	53.2		
T	2013-11-12 14:03:39	50.320961000	-4.083629000	52.1		
T	2013-11-12 14:03:40	50.320875000	-4.083577000	51.1		
T	2013-11-12 14:03:41	50.320796000	-4.083530000	50.2		
T	2013-11-12 14:03:42	50.320737000	-4.083429000	48.9		
T	2013-11-12 14:03:43	50.320673000	-4.083326000	47.5		
T	2013-11-12 14:03:44	50.320602000	-4.083229000	46.3		
T	2013-11-12 14:03:45	50.320545000	-4.083136000	45.3		
T	2013-11-12 14:03:46	50.320497000	-4.083058000	44.4		
T	2013-11-12 14:03:47	50.320436000	-4.082971000	43.5		
T	2013-11-12 14:03:48	50.320374000	-4.082881000	41.9		
T	2013-11-12 14:03:49	50.320310000	-4.082841000	40.4		
T	2013-11-12 14:03:50	50.320245000	-4.082796000	38.9		
T	2013-11-12 14:03:51	50.320182000	-4.082762000	37.6		
T	2013-11-12 14:03:52	50.320115000	-4.082732000	36.2		
T	2013-11-12 14:03:53	50.320064000	-4.082701000	35.1		
T	2013-11-12 14:03:54	50.320006000	-4.082663000	33.9		
T	2013-11-12 14:03:55	50.319959000	-4.082635000	33.0		
T	2013-11-12 14:03:56	50.319902000	-4.082565000	31.7		
T	2013-11-12 14:03:57	50.319842000	-4.082473000	30.2		
T	2013-11-12 14:03:59	50.319788000	-4.082297000	28.5		
T	2013-11-12 14:04:00	50.319800000	-4.082209000	28.2		
T	2013-11-12 14:04:01	50.319803000	-4.082097000	27.7		
T	2013-11-12 14:04:02	50.319806000	-4.081998000	27.2		
T	2013-11-12 14:04:03	50.319813000	-4.081913000	26.8		
T	2013-11-12 14:04:04	50.319817000	-4.081831000	26.4		
T	2013-11-12 14:04:05	50.319810000	-4.081754000	25.9		
T	2013-11-12 14:04:06	50.319792000	-4.081688000	25.4		
T	2013-11-12 14:04:07	50.319762000	-4.081644000	24.9		
T	2013-11-12 14:04:08	50.319730000	-4.081594000	24.4		
T	2013-11-12 14:04:09	50.319699000	-4.081533000	23.9		
T	2013-11-12 14:04:10	50.319672000	-4.081472000	23.4		
T	2013-11-12 14:04:11	50.319658000	-4.081407000	23.0		
T	2013-11-12 14:04:12	50.319647000	-4.081354000	22.7		
T	2013-11-12 14:04:13	50.319629000	-4.081321000	22.5		
T	2013-11-12 14:04:14	50.319605000	-4.081297000	22.3		
T	2013-11-12 14:04:16	50.319561000	-4.081299000	22.5		
T	2013-11-12 14:04:17	50.319527000	-4.081324000	23.0		
T	2013-11-12 14:04:18	50.319487000	-4.081357000	23.6		
T	2013-11-12 14:04:19	50.319442000	-4.081398000	24.1		
T	2013-11-12 14:04:20	50.319398000	-4.081446000	24.6		
T	2013-11-12 14:04:21	50.319356000	-4.081499000	25.0		
T	2013-11-12 14:04:22	50.319294000	-4.081568000	25.5		
T	2013-11-12 14:04:23	50.319229000	-4.081635000	25.7		
T	2013-11-12 14:04:24	50.319163000	-4.081701000	25.9		
T	2013-11-12 14:04:25	50.319098000	-4.081769000	25.8		
T	2013-11-12 14:04:26	50.319027000	-4.081845000	25.5		
T	2013-11-12 14:04:27	50.318957000	-4.081925000	24.9		
T	2013-11-12 14:04:28	50.318885000	-4.082005000	24.1		
T	2013-11-12 14:04:29	50.318809000	-4.082097000	23.0		
T	2013-11-12 14:04:30	50.318734000	-4.082194000	21.6		
T	2013-11-12 14:04:31	50.318661000	-4.082293000	20.3		
T	2013-11-12 14:04:32	50.318594000	-4.082384000	19.1		
T	2013-11-12 14:04:33	50.318528000	-4.082474000	17.8		
T	2013-11-12 14:04:34	50.318464000	-4.082566000	16.5		
T	2013-11-12 14:04:35	50.318400000	-4.082657000	15.1		
T	2013-11-12 14:04:36	50.318336000	-4.082747000	13.7		
T	2013-11-12 14:04:37	50.318277000	-4.082831000	12.4		
T	2013-11-12 14:04:38	50.318224000	-4.082906000	11.3		
T	2013-11-12 14:04:39	50.318176000	-4.082972000	10.8		
T	2013-11-12 14:04:40	50.318130000	-4.083033000	10.5		
T	2013-11-12 14:04:41	50.318092000	-4.083081000	10.1		
T	2013-11-12 14:04:42	50.318064000	-4.083111000	9.9		
T	2013-11-12 14:04:43	50.318041000	-4.083134000	9.7		
T	2013-11-12 14:04:44	50.318017000	-4.083166000	9.4		
T	2013-11-12 14:04:46	50.317976000	-4.083208000	9.0		
T	2013-11-12 14:04:48	50.317929000	-4.083256000	8.5		
T	2013-11-12 14:04:49	50.317901000	-4.083290000	8.0		
T	2013-11-12 14:04:50	50.317878000	-4.083316000	7.8		
T	2013-11-12 14:04:51	50.317853000	-4.083343000	7.5		
T	2013-11-12 14:04:53	50.317809000	-4.083377000	7.2		
T	2013-11-12 14:04:55	50.317789000	-4.083413000	6.7		
T	2013-11-12 14:05:51	50.317812000	-4.083366000	7.3		
T	2013-11-12 14:05:53	50.317846000	-4.083339000	7.6		
T	2013-11-12 14:05:54	50.317871000	-4.083321000	7.7		
T	2013-11-12 14:05:56	50.317913000	-4.083291000	8.0		
T	2013-11-12 14:05:58	50.317956000	-4.083244000	8.7		
T	2013-11-12 14:05:59	50.317984000	-4.083207000	9.0		
T	2013-11-12 14:06:00	50.318013000	-4.083167000	9.4		
T	2013-11-12 14:06:01	50.318055000	-4.083122000	9.8		
T	2013-11-12 14:06:02	50.318088000	-4.083089000	10.1		
T	2013-11-12 14:06:03	50.318119000	-4.083057000	10.3		
T	2013-11-12 14:06:04	50.318143000	-4.083015000	10.6		
T	2013-11-12 14:06:05	50.318171000	-4.082962000	10.8		
T	2013-11-12 14:06:06	50.318207000	-4.082901000	11.3		
T	2013-11-12 14:06:07	50.318244000	-4.082840000	12.2		
T	2013-11-12 14:06:08	50.318296000	-4.082758000	13.5		
T	2013-11-12 14:06:09	50.318338000	-4.082689000	14.5		
T	2013-11-12 14:06:10	50.318383000	-4.082621000	15.5		
T	2013-11-12 14:06:11	50.318425000	-4.082561000	16.4		
T	2013-11-12 14:06:12	50.318468000	-4.082503000	17.3		
T	2013-11-12 14:06:13	50.318520000	-4.082435000	18.3		
T	2013-11-12 14:06:14	50.318567000	-4.082371000	19.2		
T	2013-11-12 14:06:15	50.318611000	-4.082306000	20.1		
T	2013-11-12 14:06:16	50.318658000	-4.082241000	21.0		
T	2013-11-12 14:06:17	50.318702000	-4.082179000	21.8		
T	2013-11-12 14:06:18	50.318746000	-4.082117000	22.6		
T	2013-11-12 14:06:19	50.318787000	-4.082056000	23.4		
T	2013-11-12 14:06:20	50.318826000	-4.081999000	24.2		
T	2013-11-12 14:06:21	50.318867000	-4.081939000	24.8		
T	2013-11-12 14:06:22	50.318919000	-4.081866000	25.5		
T	2013-11-12 14:06:23	50.318973000	-4.081792000	26.1		
T	2013-11-12 14:06:24	50.319028000	-4.081727000	26.4		
T	2013-11-12 14:06:25	50.319084000	-4.081671000	26.5		
T	2013-11-12 14:06:26	50.319132000	-4.081626000	26.4		
T	2013-11-12 14:06:27	50.319173000	-4.081583000	26.4		
T	2013-11-12 14:06:28	50.319213000	-4.081539000	26.2		
T	2013-11-12 14:06:29	50.319258000	-4.081493000	26.0		
T	2013-11-12 14:06:30	50.319303000	-4.081450000	25.6		
T	2013-11-12 14:06:31	50.319345000	-4.081412000	25.2		
T	2013-11-12 14:06:32	50.319374000	-4.081385000	24.9		
T	2013-11-12 14:06:33	50.319412000	-4.081346000	24.5		
T	2013-11-12 14:06:34	50.319453000	-4.081307000	23.9		
T	2013-11-12 14:06:35	50.319495000	-4.081270000	23.3		
T	2013-11-12 14:06:36	50.319536000	-4.081234000	22.9		
T	2013-11-12 14:06:37	50.319583000	-4.081190000	22.9		
T	2013-11-12 14:06:38	50.319627000	-4.081128000	23.9		
T	2013-11-12 14:06:39	50.319662000	-4.081075000	24.8		
T	2013-11-12 14:06:40	50.319689000	-4.081034000	25.4		
T	2013-11-12 14:06:41	50.319709000	-4.081001000	25.9		
T	2013-11-12 14:06:42	50.319728000	-4.080966000	26.4		
T	2013-11-12 14:06:43	50.319748000	-4.080927000	27.0		
T	2013-11-12 14:06:44	50.319768000	-4.080889000	27.5		
T	2013-11-12 14:06:45	50.319788000	-4.080852000	28.0		
T	2013-11-12 14:06:46	50.319809000	-4.080809000	28.6		
T	2013-11-12 14:06:47	50.319828000	-4.080764000	29.1		
T	2013-11-12 14:06:48	50.319846000	-4.080718000	29.7		
T	2013-11-12 14:06:49	50.319856000	-4.080668000	30.3		
T	2013-11-12 14:06:50	50.319860000	-4.080607000	31.1		
T	2013-11-12 14:06:51	50.319873000	-4.080543000	31.8		
T	2013-11-12 14:06:52	50.319887000	-4.080485000	32.5		
T	2013-11-12 14:06:53	50.319903000	-4.080444000	32.9		
T	2013-11-12 14:06:54	50.319922000	-4.080403000	33.4		
T	2013-11-12 14:06:55	50.319941000	-4.080366000	33.7		
T	2013-11-12 14:06:56	50.319960000	-4.080327000	34.2		
T	2013-11-12 14:06:57	50.319980000	-4.080290000	34.5		
T	2013-11-12 14:06:58	50.320001000	-4.080251000	34.9		
T	2013-11-12 14:06:59	50.320024000	-4.080208000	35.3		
T	2013-11-12 14:07:00	50.320045000	-4.080174000	35.5		
T	2013-11-12 14:07:01	50.320062000	-4.080140000	35.8		
T	2013-11-12 14:07:03	50.320092000	-4.080070000	36.4		
T	2013-11-12 14:07:04	50.320108000	-4.080033000	36.7		
T	2013-11-12 14:07:05	50.320124000	-4.079998000	37.0		
T	2013-11-12 14:07:07	50.320141000	-4.079929000	37.5		
T	2013-11-12 14:07:08	50.320159000	-4.079891000	37.8		
T	2013-11-12 14:07:09	50.320174000	-4.079855000	38.0		
T	2013-11-12 14:07:10	50.320197000	-4.079823000	38.1		
T	2013-11-12 14:07:12	50.320225000	-4.079754000	38.5		
T	2013-11-12 14:07:14	50.320244000	-4.079686000	38.9		
T	2013-11-12 14:07:16	50.320264000	-4.079614000	39.4		
T	2013-11-12 14:07:18	50.320283000	-4.079552000	39.7		
T	2013-11-12 14:07:20	50.320299000	-4.079487000	40.1		
T	2013-11-12 14:07:22	50.320318000	-4.079427000	40.4		
T	2013-11-12 14:07:24	50.320356000	-4.079382000	40.3		
T	2013-11-12 14:07:26	50.320383000	-4.079308000	40.7		
T	2013-11-12 14:07:27	50.320395000	-4.079266000	40.9		
T	2013-11-12 14:07:28	50.320411000	-4.079215000	41.2		
T	2013-11-12 14:07:29	50.320422000	-4.079174000	41.5		
T	2013-11-12 14:07:30	50.320434000	-4.079132000	41.9		
T	2013-11-12 14:07:31	50.320446000	-4.079094000	42.3		
T	2013-11-12 14:07:33	50.320472000	-4.079029000	43.1		
T	2013-11-12 14:07:35	50.320496000	-4.078959000	43.8		
T	2013-11-12 14:07:36	50.320508000	-4.078919000	44.2		
T	2013-11-12 14:07:37	50.320521000	-4.078880000	44.5		
T	2013-11-12 14:07:39	50.320539000	-4.078811000	45.1		
T	2013-11-12 14:07:41	50.320559000	-4.078731000	45.8		
T	2013-11-12 14:07:42	50.320570000	-4.078689000	46.2		
T	2013-11-12 14:07:43	50.320585000	-4.078647000	46.5		
T	2013-11-12 14:07:44	50.320599000	-4.078608000	46.8		
T	2013-11-12 14:07:45	50.320614000	-4.078571000	47.1		
T	2013-11-12 14:07:47	50.320643000	-4.078512000	47.6		
T	2013-11-12 14:07:48	50.320661000	-4.078477000	47.9		
T	2013-11-12 14:07:49	50.320684000	-4.078445000	48.1		
T	2013-11-12 14:07:51	50.320725000	-4.078381000	48.6		
T	2013-11-12 14:07:52	50.320747000	-4.078344000	48.8		
T	2013-11-12 14:07:53	50.320768000	-4.078303000	49.1		
T	2013-11-12 14:07:54	50.320792000	-4.078248000	49.4		
T	2013-11-12 14:07:55	50.320810000	-4.078206000	49.6		
T	2013-11-12 14:07:57	50.320834000	-4.078138000	49.9		
T	2013-11-12 14:07:59	50.320858000	-4.078066000	50.3		
T	2013-11-12 14:08:00	50.320875000	-4.078024000	50.4		
T	2013-11-12 14:08:01	50.320890000	-4.077982000	50.6		
T	2013-11-12 14:08:02	50.320903000	-4.077945000	50.7		
T	2013-11-12 14:08:04	50.320924000	-4.077874000	51.0		
T	2013-11-12 14:08:05	50.320943000	-4.077835000	51.1		
T	2013-11-12 14:08:06	50.320954000	-4.077793000	51.2		
T	2013-11-12 14:08:08	50.320973000	-4.077718000	51.5		
T	2013-11-12 14:08:10	50.320996000	-4.077638000	51.7		
T	2013-11-12 14:08:11	50.321012000	-4.077595000	51.8		
T	2013-11-12 14:08:12	50.321028000	-4.077555000	52.0		
T	2013-11-12 14:08:13	50.321046000	-4.077511000	52.1		
T	2013-11-12 14:08:14	50.321066000	-4.077463000	52.2		
T	2013-11-12 14:08:15	50.321085000	-4.077422000	52.3		
T	2013-11-12 14:08:16	50.321103000	-4.077377000	52.4		
T	2013-11-12 14:08:17	50.321121000	-4.077340000	52.5		
T	2013-11-12 14:08:18	50.321138000	-4.077301000	52.6		
T	2013-11-12 14:08:19	50.321154000	-4.077262000	52.7		
T	2013-11-12 14:08:20	50.321170000	-4.077226000	52.8		
T	2013-11-12 14:08:22	50.321198000	-4.077161000	52.9		
T	2013-11-12 14:08:24	50.321213000	-4.077096000	53.1		
T	2013-11-12 14:08:26	50.321240000	-4.077028000	53.3		
T	2013-11-12 14:08:28	50.321265000	-4.076960000	53.7		
T	2013-11-12 14:08:29	50.321277000	-4.076918000	54.1		
T	2013-11-12 14:08:30	50.321285000	-4.076874000	54.4		
T	2013-11-12 14:08:32	50.321297000	-4.076800000	54.8		
T	2013-11-12 14:08:34	50.321307000	-4.076734000	55.2		
T	2013-11-12 14:08:35	50.321315000	-4.076693000	55.5		
T	2013-11-12 14:08:36	50.321325000	-4.076649000	55.8		
T	2013-11-12 14:08:38	50.321344000	-4.076577000	56.2		
T	2013-11-12 14:08:40	50.321362000	-4.076524000	56.6		
T	2013-11-12 14:08:46	50.321408000	-4.076369000	57.6		
T	2013-11-12 14:08:48	50.321430000	-4.076295000	58.1		
T	2013-11-12 14:08:49	50.321446000	-4.076261000	58.4		
T	2013-11-12 14:08:51	50.321465000	-4.076198000	58.8		
T	2013-11-12 14:08:54	50.321502000	-4.076125000	59.4		
T	2013-11-12 14:08:56	50.321535000	-4.076074000	59.8		
T	2013-11-12 14:08:57	50.321554000	-4.076042000	60.1		
T	2013-11-12 14:08:59	50.321585000	-4.075983000	60.5		
T	2013-11-12 14:09:01	50.321613000	-4.075927000	60.9		
T	2013-11-12 14:09:03	50.321643000	-4.075866000	61.3		
T	2013-11-12 14:09:04	50.321662000	-4.075821000	61.5		
T	2013-11-12 14:09:05	50.321688000	-4.075764000	61.8		
T	2013-11-12 14:09:06	50.321721000	-4.075703000	62.2		
T	2013-11-12 14:09:07	50.321757000	-4.075646000	62.5		
T	2013-11-12 14:09:08	50.321786000	-4.075594000	62.8		
T	2013-11-12 14:09:09	50.321803000	-4.075551000	62.9		
T	2013-11-12 14:09:10	50.321815000	-4.075509000	63.1		
T	2013-11-12 14:09:11	50.321816000	-4.075459000	63.2		
T	2013-11-12 14:09:12	50.321816000	-4.075395000	63.4		
T	2013-11-12 14:09:13	50.321816000	-4.075326000	63.7		
T	2013-11-12 14:09:14	50.321819000	-4.075241000	64.1		
T	2013-11-12 14:09:15	50.321822000	-4.075157000	64.4		
T	2013-11-12 14:09:16	50.321840000	-4.075066000	64.7		
T	2013-11-12 14:09:17	50.321861000	-4.074986000	65.1		
T	2013-11-12 14:09:18	50.321890000	-4.074906000	65.3		
T	2013-11-12 14:09:19	50.321915000	-4.074837000	65.5		
T	2013-11-12 14:09:20	50.321938000	-4.074798000	65.7		
T	2013-11-12 14:09:21	50.321964000	-4.074759000	65.7		
T	2013-11-12 14:09:22	50.321989000	-4.074719000	65.8		
T	2013-11-12 14:09:23	50.322013000	-4.074681000	65.9		
T	2013-11-12 14:09:24	50.322035000	-4.074646000	65.9		
T	2013-11-12 14:09:25	50.322054000	-4.074615000	66.0		
T	2013-11-12 14:09:27	50.322090000	-4.074555000	66.2		
T	2013-11-12 14:09:28	50.322111000	-4.074520000	66.6		
T	2013-11-12 14:09:30	50.322147000	-4.074475000	67.1		
T	2013-11-12 14:09:31	50.322169000	-4.074443000	67.5		
T	2013-11-12 14:09:32	50.322191000	-4.074411000	67.8		
T	2013-11-12 14:09:33	50.322216000	-4.074370000	68.2		
T	2013-11-12 14:09:34	50.322240000	-4.074331000	68.6		
T	2013-11-12 14:09:35	50.322258000	-4.074299000	68.9		
T	2013-11-12 14:09:36	50.322276000	-4.074266000	69.2		
T	2013-11-12 14:09:37	50.322297000	-4.074230000	69.5		
T	2013-11-12 14:09:38	50.322319000	-4.074191000	69.8		
T	2013-11-12 14:09:39	50.322338000	-4.074159000	70.1		
T	2013-11-12 14:09:40	50.322359000	-4.074127000	70.4		
T	2013-11-12 14:09:41	50.322381000	-4.074096000	70.7		
T	2013-11-12 14:09:43	50.322414000	-4.074051000	71.1		
T	2013-11-12 14:09:45	50.322453000	-4.073985000	71.6		
T	2013-11-12 14:09:46	50.322475000	-4.073952000	71.8		
T	2013-11-12 14:09:48	50.322510000	-4.073894000	72.3		
T	2013-11-12 14:09:49	50.322533000	-4.073858000	72.5		
T	2013-11-12 14:09:50	50.322555000	-4.073825000	72.7		
T	2013-11-12 14:09:51	50.322580000	-4.073790000	73.0		
T	2013-11-12 14:09:52	50.322606000	-4.073755000	73.2		
T	2013-11-12 14:09:54	50.322653000	-4.073692000	73.7		
T	2013-11-12 14:09:55	50.322677000	-4.073659000	74.0		
